"gisaid_epi_isl","strain","date_str","date","region","country","division","country_exposure","nextstrain_clade","pangolin_lineage","originating_lab","submitting_lab","authors","tree_pangolin_lineage","tree_label","travel_context","similarity_context","focal_sequence"
"EPI_ISL_842651","Switzerland/BE-42456588/2020","2020-09-25",2020-09-25,"Europe","Switzerland","Bern","Switzerland","20A.EU2","B.1.160","University Hospital Basel, Clinical Virology","University Hospital Basel, Clinical Bacteriology","Tim Roloff et al","B.1.160","EPI_ISL_842651|2020-09-25",FALSE,FALSE,TRUE
"EPI_ISL_853906","Austria/CeMM1367/2020","2020-08-22",2020-08-22,"Europe","Austria","Vienna","Austria","20A.EU2","B.1.160","Center for Virology, Medical University of Vienna","Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences","Lukas Endler et al","B.1.160","EPI_ISL_853906|2020-08-22",TRUE,FALSE,FALSE
"EPI_ISL_896150","France/PAC-IHUCOVID-2074/2020","2020-09-23",2020-09-23,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_896150|2020-09-23",TRUE,FALSE,FALSE
"EPI_ISL_900176","France/PAC-IHUCOVID-2159/2020","2020-09-23",2020-09-23,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_900176|2020-09-23",FALSE,TRUE,FALSE
"EPI_ISL_900177","France/PAC-IHUCOVID-2131/2020","2020-09-23",2020-09-23,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_900177|2020-09-23",TRUE,TRUE,FALSE
"EPI_ISL_900188","France/PAC-IHUCOVID-2171/2020","2020-09-25",2020-09-25,"Europe","France","Provence-Alpes-Côte d'Azur","France","20A.EU2","B.1.160","MEPHI, Aix Marseille University","MEPHI, Aix Marseille University","Anthony LEVASSEUR et al","B.1.160","EPI_ISL_900188|2020-09-25",TRUE,FALSE,FALSE
"EPI_ISL_940189","France/IDF_HB_112010007914/2020","2020-10-01",2020-10-01,"Europe","France","Ile de France","France","20A.EU2","B.1.160","Hôpital Bichat Claude Bernard, Laboratoire de Virologie","IAME UMR1137 Inserm, Université de Paris, Hôpital Bichat","Antoine Bridier-Nahmias et al","B.1.160","EPI_ISL_940189|2020-10-01",FALSE,TRUE,FALSE
"EPI_ISL_940199","France/IDF_HB_112009017318/2020","2020-09-04",2020-09-04,"Europe","France","Ile de France","France","20A.EU2","B.1.160","Hôpital Bichat Claude Bernard, Laboratoire de Virologie","IAME UMR1137 Inserm, Université de Paris, Hôpital Bichat","Antoine Bridier-Nahmias et al","B.1.160","EPI_ISL_940199|2020-09-04",TRUE,FALSE,FALSE
"EPI_ISL_940201","France/IDF_HB_112009019057/2020","2020-09-05",2020-09-05,"Europe","France","Ile de France","France","20A.EU2","B.1.160","Hôpital Bichat Claude Bernard, Laboratoire de Virologie","IAME UMR1137 Inserm, Université de Paris, Hôpital Bichat","Antoine Bridier-Nahmias et al","B.1.160","EPI_ISL_940201|2020-09-05",TRUE,FALSE,FALSE
"EPI_ISL_940204","France/IDF_HB_112009025548/2020","2020-09-07",2020-09-07,"Europe","France","Ile de France","France","20A.EU2","B.1.160","Hôpital Bichat Claude Bernard, Laboratoire de Virologie","IAME UMR1137 Inserm, Université de Paris, Hôpital Bichat","Antoine Bridier-Nahmias et al","B.1.160","EPI_ISL_940204|2020-09-07",TRUE,FALSE,FALSE
